19	3.22721	4	5	-3.953e-005
19	3.22721	5	5	-3.48e-006
20	3.3069	1	1	-0.01293
20	3.3069	1	2	0.0068
20	3.3069	1	3	0.01105
20	3.3069	1	4	0.00414
20	3.3069	1	5	0.00037036
20	3.3069	2	2	0.02635
20	3.3069	2	3	0.01708
20	3.3069	2	4	0.00282
20	3.3069	2	5	0.000237025
20	3.3069	3	3	0.00808
20	3.3069	3	4	0.000288015
20	3.3069	3	5	1.405e-005
20	3.3069	4	4	-0.00048146
20	3.3069	4	5	-4.616e-005
20	3.3069	5	5	-4.54e-006
21	3.38472	1	1	0.00017664
21	3.38472	1	2	0.00185
21	3.38472	1	3	0.00138
21	3.38472	1	4	0.000365835
21	3.38472	1	5	3.344e-005
21	3.38472	2	2	0.00128
21	3.38472	2	3	0.000232175
21	3.38472	2	4	-0.000167345
21	3.38472	2	5	-2.4025e-005
21	3.38472	3	3	-0.00040775
21	3.38472	3	4	-0.000286665
21	3.38472	3	5	-3.309e-005
21	3.38472	4	4	-0.00012007
21	3.38472	4	5	-1.291e-005
21	3.38472	5	5	-1.42e-006
22	3.4608	1	1	-0.00524
22	3.4608	1	2	-0.00355
22	3.4608	1	3	-0.00050265
22	3.4608	1	4	0.000707365
22	3.4608	1	5	7.1345e-005
22	3.4608	2	2	0.00689
22	3.4608	2	3	0.0069
22	3.4608	2	4	0.00211
22	3.4608	2	5	0.00018953
22	3.4608	3	3	0.00562
22	3.4608	3	4	0.00134
22	3.4608	3	5	0.0001176
22	3.4608	4	4	0.00018436
22	3.4608	4	5	1.511e-005
22	3.4608	5	5	1.11e-006
23	3.53523	1	1	-0.00659
23	3.53523	1	2	-0.00881
23	3.53523	1	3	-0.003575
23	3.53523	1	4	0.00032583
23	3.53523	1	5	3.671e-005
23	3.53523	2	2	0.00346
23	3.53523	2	3	0.007155
23	3.53523	2	4	0.00246
23	3.53523	2	5	0.00022735
23	3.53523	3	3	0.0074
23	3.53523	3	4	0.00178
23	3.53523	3	5	0.000160975
23	3.53523	4	4	0.00025785
23	3.53523	4	5	2.323e-005
23	3.53523	5	5	2.04e-006
24	3.60813	1	1	-0.00152
24	3.60813	1	2	-0.000836295
24	3.60813	1	3	1.624e-005
24	3.60813	1	4	0.000205655
24	3.60813	1	5	2.0055e-005
24	3.60813	2	2	0.0013
24	3.60813	2	3	0.00137
24	3.60813	2	4	0.00040983
24	3.60813	2	5	4.128e-005
24	3.60813	3	3	0.00104
24	3.60813	3	4	0.000231535
24	3.60813	3	5	2.3515e-005
24	3.60813	4	4	2.521e-005
24	3.60813	4	5	2.81e-006
24	3.60813	5	5	2.9e-007
25	3.67958	1	1	0.00077713
25	3.67958	1	2	0.00514
